,scent,dry,oily,combination,antiaging,psoriasis,lightening,sensitive,pores,eyes,skintone,night,sunscreen,asin,type
0,0.111076833950624,0.221292707298262,0.0994834561701977,0.113523505372173,0.227111144305599,0.0,0.129486018283781,0.188329867485168,0.0,0.00152552357598995,0.0682222180146149,0.118927565413378,0.325652281572822,B00CWY8OC8,moisturizer
1,0.194518956166523,0.272485329972317,0.0921467694089827,0.212085920887181,0.346333823759026,0.0,0.0439114137700887,0.241342870807053,0.0,0.0325321683713716,0.0673783781743208,0.184582567392901,0.197098971863094,B002KANWU8,moisturizer
2,0.0867014649664712,0.127877644949351,0.247741042360891,0.0773436744756994,0.0959834039611884,0.0,0.00425381481598067,0.263183745440976,0.0,0.0,0.00425381481598067,0.391402187817443,0.0484912059369184,B005TI7L6O,moisturizer
3,0.26492760484505,0.359644419213484,0.178952889950317,0.273705494981957,0.466718454770017,0.00833449494705565,0.0897026670211278,0.271330734419029,0.0,0.108657961368243,0.132780097830028,0.190387692171771,0.193718461913745,B00LV5NY3I,moisturizer
4,0.242602854652949,0.375015609927105,0.0841424514532622,0.206231301801921,0.327768724306854,0.0,0.00103712252311976,0.175127126977921,0.0,0.000993311684824566,0.00709691071694491,0.20400568693901,0.0354687912760935,B000UVZU1S,moisturizer
5,0.267783390769224,0.230046502676404,0.194214123154637,0.132160964797189,0.188297450570031,0.0,0.0130041727896505,0.213962079955715,0.0,0.0136745875560322,0.0743325044779509,0.173258488635281,0.140846334390019,B00O92QE8M,moisturizer
6,0.0842355696947805,0.458495548902729,0.0924871566880438,0.0390566563860203,0.117425823979096,0.440969766147103,0.352560601559362,0.116277327669124,0.0,0.0,0.0619100630430656,0.0541639935546557,0.0977833469579322,B0774XYQ21,moisturizer
7,0.192189790009127,0.386139987895649,0.264801658030979,0.11123605423088,0.202482822732857,0.24755847102421,0.221432606641422,0.197822103739231,0.0,0.00736521622160023,0.0933439101409554,0.104753223786817,0.152594310329341,B00LZWV0WY,moisturizer
8,0.166293049270535,0.252131756690259,0.0990638636199559,0.204209122349619,0.254920937467938,0.0,0.0359856520453745,0.221978944931447,0.0,0.0186192811124259,0.0487716624427173,0.181056735973847,0.179445052958525,B003YCH216,moisturizer
9,0.288792251266434,0.396907523156917,0.0603562746604459,0.0412008975778325,0.0387212149296737,0.120490411081985,0.0978967533987203,0.0460148059629913,0.0,0.00939115855685449,0.00270782191458235,0.0358152867839537,0.0603775085797905,B001V9SXXU,moisturizer
10,0.112166633047564,0.175073116235589,0.071165809463268,0.0882438885067696,0.162221692726578,0.0,0.00722487006935821,0.216161413355659,0.0,0.009563462510868,0.00189574498149633,0.115805029447875,0.336043681353334,B016OIV7IU,moisturizer
11,0.174536560520921,0.363193447962117,0.0999043610650245,0.306403744631322,0.31590675537363,0.00485501812696078,0.0582906456612981,0.191050634219971,0.0,0.067518122011101,0.033842935314465,0.213272538163859,0.0387193509724374,B00NR1YQK4,moisturizer
12,0.235526354582689,0.429684403490371,0.108821465499697,0.234485830605488,0.415673527082064,0.0254897506265596,0.101857124412863,0.220471529410077,0.0,0.0371389683814608,0.119229963745889,0.144036446490606,0.192589624427218,B00R5B3POA,moisturizer
13,0.0923933929602673,0.129228676689063,0.122338539289846,0.0939546370574218,0.195034789189296,0.00648369586148121,0.0553572953363407,0.253203784945815,0.0,0.0159013465875332,0.0550259221716688,0.0909578994662704,0.465217078579805,B00HB2JQNM,moisturizer
14,0.240532866581178,0.233119055860843,0.11786860881369,0.102766326669481,0.196010659899766,0.0321068046408685,0.0536219233669988,0.236815173095532,0.0,0.0113830662657086,0.114562909725802,0.142595040634672,0.167242857502053,B00G0EJYFW,moisturizer
15,0.252315689622195,0.383023992117352,0.127409416200699,0.300176448683891,0.491548759216276,0.0778817389976392,0.164550616969912,0.249665648537961,0.0,0.124788801376089,0.168403777001917,0.170677147710448,0.163571706228624,B00DTTYF6E,moisturizer
16,0.190564956119653,0.301638403905387,0.140973140587448,0.26567266052567,0.261316044018304,0.0,0.0784793901328489,0.169526816443793,0.0,0.0727094149491194,0.0554482666817416,0.19636618093933,0.0350358729491066,B00NR1YQHM,moisturizer
17,0.153664623964557,0.255986723163622,0.0997474547100623,0.195155110202552,0.242538026419845,0.0222980587204098,0.0787979956191383,0.216506638056381,0.0,0.0654989675032998,0.0470599319384015,0.240946468484069,0.113796800179273,B000052YQU,moisturizer
18,0.13552784566618,0.216177197242303,0.377335247159802,0.0791086596340491,0.139099105303333,0.0567251089355508,0.0828397245535144,0.115904227438736,0.0,0.00209596507037949,0.0543101473093099,0.0772804406463716,0.0455582792929943,B0747Y61RC,moisturizer
19,0.127158962481702,0.596458607131008,0.123449137972455,0.0809966874993582,0.159926353619411,0.486451754264277,0.467900090013204,0.0794385433804131,0.0,0.0182661021499041,0.0937797618547097,0.0378379884616982,0.101424759185499,B00QZ3V3WU,moisturizer
20,0.214872063923095,0.374854509948991,0.073867820481715,0.274417211010793,0.625651985054268,0.0,0.0382483305526677,0.304800199848288,0.0,0.0278464208912041,0.0513277406166373,0.313172802940447,0.0587373168758763,B072MYZV4R,moisturizer
21,0.171117982826083,0.562732986249923,0.0196508296310979,0.0857285178605799,0.164453131570462,0.413056969317135,0.348917938122267,0.0863987546532034,0.0,0.00761266116009375,0.071622652646221,0.035487019384182,0.0947718976828064,B017MOR60S,moisturizer
