,scent,dry,oily,combination,anti-aging,psoriasis,lightening,sensitive,large-pores,circles-under-eyes,uneven-skintone,night_cream,sun_screen
B00IFTTZVS,0.10212433714153805,0.5067947537845656,0.12498990667934427,0.052144512073537506,0.3781282164975546,0.11717048778513739,0.08320214009405168,0.29404152688250906,0.0,0.05731121349674349,0.004122678215280722,0.15669855531299187,0.010987557732853181
B01MSBL7L1,0.01759252625359536,0.1199258792198548,0.012405131729854278,0.013194394690196521,0.09674766553653347,0.0,0.1065603013844629,0.03879392111024732,0.0,0.0,0.0,0.0219906578169942,0.0
B01C8COKI0,0.19511835294786942,0.21716318492361047,0.17347070695190853,0.1298340771104483,0.10820732522112589,0.045897364680240714,0.1559360288690951,0.31014432882567694,0.0,0.0930531877657082,0.029374241577107277,0.16804934555297196,0.10431029829988095
B017KUHD7K,0.25378382452447507,0.2882551228198509,0.06375719409434656,0.0002479551793089352,0.03847158189854319,0.02086309893290101,0.030365820647584314,0.0145699464334245,0.0,0.3801798264280946,0.0,0.00041325863218155874,0.03507997484632799
B001UOHR1A,0.15513261332189032,0.3072553024626042,0.090836522802444,0.11502603126442076,0.1850117933681151,0.12673746262794464,0.17766524005889225,0.1779033840540781,0.0,0.03246918616615904,0.08167591716698504,0.02548487747618938,0.14848136092121308
B07453LN3K,0.0463435281829019,0.23622346260450267,0.1647549840211027,0.009673754657247687,0.27580268464004587,0.14576341593367126,0.19109575080433377,0.10717376176373943,0.0,0.07078233867515554,0.00592444797926321,0.05670759391185662,0.08404530177148012
B002ML8O8K,0.0,0.07480769713432425,0.08312118860906022,0.0,0.05941703732895076,0.0,0.0041149982674247056,0.013565012064233805,0.0,0.024481590786206587,0.0,0.018826554945524696,0.0
B00V5LHWVS,0.06071154048555462,0.046542440822761655,0.29746997382871104,0.050784064518753017,0.03173255641449196,0.019294588644804437,0.057078342358571524,0.03579647595661909,0.0,0.08245767762557943,0.019039533848695174,0.021174994702271112,0.0
B004D268F2,0.06824570592280732,0.21704680751755348,0.3033229850165408,0.0342983192856465,0.18979590302613264,0.025612040420668683,0.2947151688592069,0.15703488652838954,0.0,0.10472882146377861,0.01029957896848648,0.1461512188777375,0.0
B004D2C57M,0.08503297987445275,0.44762762601808537,0.1337483099627058,0.03709809903663389,0.43658531625464847,0.02946910209587036,0.20312513460385534,0.07987703032983441,0.0,0.19625171707813063,0.01002302998335278,0.12144846920632106,0.0
B00K58NEIM,0.08655164479839314,0.45690878953403435,0.05917481848357124,0.06386861601462535,0.21056006216950268,0.45767163128783545,0.07652253321189977,0.375866966162994,0.0,0.13093042396501559,0.0262171710318062,0.06282720861019749,0.03190355586073506
B076B3ZSDN,0.1067997579913616,0.44482260599308016,0.04770025254457155,0.11697630779854336,0.430601750272657,0.03915038357439407,0.07165253265460879,0.18333258629545973,0.0,0.08862252355831163,0.02948702423840948,0.1384099183744286,0.0
B017J19GGQ,0.2973385546901936,0.4428487431038914,0.04054802226391989,0.03510237510566903,0.08490249829734896,0.47943976794994814,0.03949646731570631,0.11610348436185398,0.0,0.041158857050993564,0.013177325213351257,0.021897098617011,0.03936104658578057
B074SZ5CSR,0.1647978021078693,0.2255033252333948,0.08631619032239568,0.08296663085474582,0.2504502830115546,0.04997680073512838,0.21191315288084567,0.240607631383561,0.0,0.10915802816563391,0.006536300164998457,0.15191170173356155,0.013785916180483887
B076CPHFM9,0.0576019691681861,0.10993436508727417,0.03665822269145734,0.0945797746430089,0.3953442574209792,0.0605840854933663,0.4904278706350794,0.108303751977819,0.0,0.07350868606343236,0.048476453604735445,0.044755701600164205,0.0
B00R5B3POA,0.17502571886822502,0.40470992944309314,0.13645873104373873,0.08271696221004624,0.3073020883349324,0.20511483375676798,0.1977880430919335,0.19898769323153054,0.0,0.1218870371194167,0.03181560184677584,0.11442184258742673,0.04714784197561089
B01FMQSUWG,0.08847605662519362,0.5773395188648932,0.028444405518722297,0.03142392246264141,0.5194245495529266,0.12070185969909826,0.10534520879882063,0.10788475013387933,0.0,0.09221084321611628,0.01133846193357117,0.07457507622687108,0.05123848374871477
B01FRUBUTW,0.10291848530970435,0.05163506380026264,0.07826976017066702,0.0027393449382339544,0.13842541625095173,0.0,0.2770164545470661,0.0,0.0,0.26238973123051584,0.0013696724691169772,0.03456129972731278,0.0046841501896822645
B00JZ03MVU,0.03649627914267174,0.033952506498511434,0.21676019259521254,0.028529367470052306,0.08499404516846729,0.005969468464670014,0.3927932686624266,0.059561237811756346,0.0,0.05685091934381534,0.007935557434214488,0.03305898185816789,0.005541095374103655
B073SD374T,0.09768040325070973,0.254328961640887,0.21617730551884007,0.0699188831582611,0.2026950518417464,0.11304603098982419,0.06802971993367846,0.15466864740304379,0.0,0.1522426310552572,0.020440552661655165,0.07937416876876359,0.0566287246084632
B00U2QDZYU,0.08948829900436386,0.1462602161583182,0.1924026199394872,0.05575759215567323,0.159776249528548,0.08581894305240884,0.20418191087841084,0.2205789960952296,0.0,0.03652946483846085,0.002330188079094512,0.12920177757192577,0.07336837896542302
B01ES349CY,0.04970834627104337,0.4968357704664828,0.08114665215481823,0.04503473116204166,0.5306921702311701,0.012463584837361543,0.13460815326503534,0.16436636424097603,0.0,0.06909837502164216,0.015448939860620821,0.13898549860424225,0.0
B00CZQ8SAG,0.0566506879908108,0.27450790358803134,0.052284397929549906,0.02729113270402698,0.3865149073139354,0.020136785819141474,0.02509210469575482,0.09346122445453398,0.0,0.18857819040633086,0.0027044225890828204,0.25425752001795326,0.0
B01J8QLKTQ,0.25913546058423276,0.37499567650688526,0.0,0.0,0.13855577035391423,0.03843341555530913,0.0,0.0,0.0,0.39641600876656086,0.0,0.016670122310582892,0.0
B016V8UEX2,0.1110320080869922,0.41827469586872035,0.01735903357821915,0.022574496287647898,0.2505276492920382,0.23899846376567255,0.0005271024904746021,0.22184033533062997,0.0,0.015094190896858173,0.0,0.1276739059526921,0.0021084099618984085
B01MSZB9FH,0.12114894861672029,0.2983292787986572,0.17276183248161564,0.09176245426047772,0.23981881288671308,0.05032968168945237,0.23109216913676803,0.2435364142885379,0.0,0.10721822763686432,0.022786323946542678,0.1982573022836084,0.008483904677365746
B00HB2JQNM,0.09722450749940889,0.20255665323547184,0.24115713346455114,0.0798580312124589,0.14607262954222733,0.09281775519607885,0.3605517947395504,0.24171644710404933,0.0,0.05739504538102634,0.01816866322739441,0.11579149224200715,0.0
B000052YQ2,0.09226354517672322,0.10189357756868657,0.292223065010236,0.06068718857347094,0.055756072613883524,0.0,0.3623403479923657,0.1696059706274995,0.0,0.030953359289051782,0.013122218309074337,0.12624036907451383,0.0008342611858366588
B01LX83RZ2,0.19634560148332936,0.5233549572247606,0.12024977038611798,0.11585387503242632,0.14106357924256768,0.007190419473399146,0.04666380777024572,0.3342632662951875,0.0,0.06997059725858217,0.006212054415726925,0.06855548295443277,0.0
B017MOR60S,0.04729487575329175,0.30928144698098636,0.01990489281345386,0.02409996962999663,0.498366325780109,0.012832306767702127,0.12475703527042252,0.0464352585852761,0.0,0.2032467968334307,0.010699856923161052,0.22333220722789945,0.0
B01ADUDJ2M,0.01610341824754154,0.06682333702455043,0.017654427534634934,0.012077563685656155,0.089072012172083,0.0,0.0569366149391713,0.0263656819026142,0.0,0.03971259223551965,0.009858223649094224,0.056514630296407034,0.1618110701216934
B071X5KG5W,0.14570913857615886,0.09855776426407069,0.2733184528896562,0.10073735556632578,0.14903027400998542,0.0,0.2473091189191447,0.20859755439817684,0.0,0.0265828838046905,0.0941985816595605,0.13833850583136617,0.0
B008WA2K9O,0.02609922366233412,0.4630788432173307,0.03590435782287277,0.03262523673195797,0.5414220797818656,0.029642402403681115,0.05171001642429109,0.05720772929417441,0.0,0.07542941703182066,0.016721438710455318,0.28140989091974766,0.008846640002927399
B01NCRYT0M,0.11574002468485203,0.43365200299669165,0.05175993335308923,0.05661877480511099,0.23675163539356456,0.04585685460390664,0.0034642549001895322,0.18726393752726953,0.0,0.19286515392786185,0.0027190087155935733,0.038290576757483374,0.0066063296925086
B075Q5Z43W,0.06380974380278151,0.18042893083860084,0.2649744010585622,0.06731907632196134,0.2319956918491351,0.12597175295523733,0.2492808026280811,0.4119916353644524,0.0,0.05785929858149509,0.02176063584950809,0.24993400796131263,0.024844563771492273
B00HNSSPHC,0.07063903545355507,0.24658836269268966,0.15109978241764682,0.06846904343833264,0.29833815128832586,0.012055783967120641,0.2608179142752921,0.09133430449840571,0.0,0.06930001922528187,0.018470257723690518,0.1898970766792574,0.0
B01N7L0WA6,0.12227729502214567,0.1208008975404887,0.09681394583118731,0.29223203466782327,0.2825870066394783,0.022856294431268107,0.13794828304877277,0.06192898445970355,0.0,0.27428835063842133,0.13714417531921066,0.009603664890531403,0.00321643091824844
B0182Y2Y0E,0.06212673773405261,0.46943341565411617,0.07525513493177619,0.05476129964917344,0.4147799138939974,0.09104715688240188,0.07321552787589602,0.17527118073239462,0.0,0.042126173131013425,0.017679595650646716,0.07928231265328237,0.1310423084404978
B00WQIA22A,0.06920936212823396,0.3235143658371506,0.04298157648159832,0.04771857388743481,0.014210992217509504,0.0,0.009473994811673004,0.10052274500977591,0.0,0.0,0.014210992217509504,0.0,0.0
B075RBY83H,0.041305909523667174,0.3580743620157272,0.09675007810498806,0.011331574725602185,0.3558083357654187,0.1942338537656417,0.00012119816925116545,0.1318277880312457,0.0,0.0001413978641263597,0.0,0.22109832908269117,0.0
B073M6PM2N,0.09623612878652937,0.31493457924534507,0.26408665315281155,0.06353220375145446,0.28709640312534385,0.059358297358128545,0.19417082510177675,0.35875658068563276,0.0,0.08373547841387391,0.01726466543328607,0.13057003500009934,0.052672770574435736
B016EMTM2Y,0.19310426896648394,0.3888708212969292,0.06313806882103855,0.004443610267609714,0.22333157566427023,0.24310061263444716,0.1433295422786066,0.05799104756133883,0.0,0.1382476946153015,0.0,0.03184097336361207,0.00819487444331347
B01NA7CKPS,0.13264944728553127,0.17537379267000186,0.2759717411192041,0.07518511787055872,0.1088406189144491,0.0019294921158053773,0.09838542537334276,0.2254703302691595,0.0,0.04185206129743238,0.009766029119926587,0.15369846436940818,0.0006691343759497761
B0746R6LLP,0.14495447019920968,0.13764024049670118,0.2328864455692003,0.08916453485101354,0.0838046667217936,0.017513411810384613,0.09659883289292663,0.2327008734320885,0.0,0.06302316509116514,0.007619800845560945,0.1305029038220643,0.03037507830606805
B00FAUS1HY,0.059876108589703034,0.13011087085578202,0.307041124409739,0.0311638596389791,0.13811160939394246,0.0,0.04064616031635686,0.0019063058464334891,0.0,0.0813177508302843,0.030448994946566544,0.05502274837770888,0.006118288963294481
B00OKY87OS,0.09188985408101838,0.2134720008497796,0.3626197118673815,0.04129326944659499,0.06898837013760427,0.05441339828689934,0.09001371467249414,0.3524310818387741,0.0,0.050047905575713376,0.009021192451725285,0.06754534756238122,0.0
B00K3PRXBG,0.08801058355040058,0.314471848492981,0.08682637289551949,0.04653271309841077,0.34864607846249557,0.04336187444109772,0.12563149056143236,0.14882534259783914,0.0,0.14571834006008805,0.013540342832558824,0.18893625558916854,0.1010783813512505
B00JB2KLOI,0.05154926366922133,0.24709679155977482,0.03364306767906802,0.034222215083935845,0.044767489647508,0.009471429691690998,0.007889047459155725,0.059703050387206025,0.0,0.011916462977869115,0.011833571188733587,0.0549189897842705,0.0
B0012J30KU,0.10072906550561586,0.1763724946418887,0.15876002796293043,0.10564165378502217,0.19941711377950333,0.026508686160078024,0.2989106532870533,0.16981223205304471,0.0,0.0713987600390909,0.03102324407525866,0.10339749314592919,0.0
B00KZ2CSU8,0.14203884514191317,0.21028450702999674,0.28679439624825026,0.07683519919860703,0.10762396295825419,0.011075026270573793,0.09873435668687855,0.2888115039976228,0.0,0.12781954944092797,0.008970145248168472,0.21966730753150962,0.0
B01LBK4BFC,0.014211613358409059,0.2619534640444999,0.12982501749178915,0.010658710018806793,0.3196491246961593,0.0,0.02000374185318316,0.10136972083840978,0.0,0.07613992226148211,0.0,0.07500701407512983,0.0
B01MZ7B315,0.16394112697596358,0.1943925641280105,0.08602034062836265,0.060042753633340586,0.07970431351844483,0.06482236245889203,0.16100767699346763,0.21436378124907993,0.0,0.20993652484845324,0.005412984842926626,0.10947953803570173,0.0
B001M8YKP0,0.11436364428921421,0.1536705788369231,0.1372910412458212,0.06574707825176959,0.0,0.13840477653901082,0.20293719576513586,0.2675953930307261,0.0,0.06230203766932774,0.0,0.10957846375294931,0.0
B01EHW5FIS,0.14422479936311822,0.4478471846040956,0.18694902267849656,0.08636048599357529,0.18843650469094986,0.0,0.14082763551305655,0.23767895514147455,0.0,0.016200835087354454,0.004077767307056434,0.10017286808927776,0.0
B07253CXJW,0.24757933599253046,0.25556255925823473,0.19709240111151333,0.03827103933888141,0.0206768511984287,0.2683327540609088,0.0290136946812932,0.03607087329658162,0.0,0.11118954378984669,0.012541629889959494,0.02254429581036351,0.0
B018Y5EBTS,0.16688412163561522,0.21759580787914146,0.07764092564773088,0.08504128150356566,0.13896956569128122,0.1270134273668429,0.21537406109042184,0.2832271408296436,0.0,0.08449660843331305,0.013032891545643749,0.12001398326320319,0.16423584504990296
B01N8UM9HR,0.07102529037598268,0.31606791535032996,0.2253030946236477,0.01831739957457843,0.30441185904379875,0.04595582930935999,0.08083128259639967,0.0621963615564827,0.0,0.16990598415113628,0.0077976855689419755,0.08895755448633046,0.0
B01N2BKB0X,0.13309830713923515,0.4454970007034991,0.08797044304612407,0.0518177826528916,0.35621319007729263,0.07451445941368984,0.06260717067529406,0.20392892067237237,0.0,0.07363596756151991,0.0018004416681932575,0.13154490737255187,0.0
B0149NNL86,0.1311243326265314,0.3891162537639459,0.07147522253213089,0.0758649669597201,0.10717972561655141,0.0,0.15165972318571178,0.21442566759639267,0.0,0.03806212045629717,0.0021948722137946105,0.0,0.018138414430397137
B003NSPOF2,0.004745909375561021,0.10536888200311673,0.3374030001656227,0.0,0.089977851389821,0.0,0.26483168985326455,0.04823791243876958,0.0,0.05263666830031528,0.0,0.07503201981917056,0.0
B017J1LULK,0.33187124075961905,0.5324576525035986,0.0215750496050843,0.0,0.2552402691383034,0.020513446938783687,0.007896859933528273,0.005418921196235232,0.0,0.0,0.0,0.0,0.03158743973411309
B001LXSP0W,0.07418118153794148,0.1750151719825161,0.13652540251475523,0.04991881677399732,0.23232510622983668,0.0,0.21674248945443203,0.05069928616849874,0.0,0.1317777790147405,0.01984247819673924,0.07428458285571282,0.11744292689711895
B06XKPBHF2,0.06616006586811941,0.15577693299533227,0.204732323300045,0.04836627063691563,0.11088154090967572,0.031960261759841756,0.1274137635002751,0.14262641409342314,0.0,0.006597900089784974,0.015931157404214275,0.0708559768422491,0.003638067342702456
B00FS7MS0K,0.1556116071296146,0.3148656475072356,0.13564414765286678,0.08401868066052282,0.17952244758340805,0.029541411647577273,0.0645268502099306,0.2103583993889517,0.0,0.12081497685179632,0.006181705138544004,0.19566821765420803,0.0
B073T5H2X5,0.11626113462729334,0.1435867468362002,0.043475278679398446,0.03971807666841381,0.020845654852425833,0.024999934826427112,0.17408576324157818,0.15732389366124033,0.0,0.14770863116195262,0.0013124485118151336,0.08950422161168164,0.00904139860362938
B00I0C3P5M,0.14151013456588518,0.14142312418900677,0.12166079667098953,0.0637279892748492,0.19431788759750768,0.0,0.23553171843754192,0.2851496916720676,0.0,0.17250187979868475,0.0,0.26707175183685733,0.0
B004O277RO,0.08481988197492454,0.09921552122868257,0.2539582098683988,0.06137511474789934,0.08691667392205546,0.0,0.13318724296289194,0.3532290515300002,0.0,0.008725533007883417,0.0,0.25597983878800734,0.0
B0763TQHTV,0.08969043961497236,0.17121391252407983,0.17272191165089665,0.05437124959527211,0.2523641768572895,0.006006862117720033,0.18375937619789706,0.24118674063122975,0.0,0.0668435574035525,0.0,0.1699664488286368,0.0
B0081NLR0K,0.13272770088917432,0.37820179976672735,0.12759654172445786,0.10640668263042136,0.34254310158867507,0.10522749577476188,0.20156075167359574,0.25862645914865845,0.0,0.15464990701065862,0.037789177699048576,0.21442048015363785,0.0027502346891375633
B00KWP3SA2,0.14161271713202406,0.047314131583712844,0.042912333474108624,0.005205150140267051,0.047314131583712844,0.0,0.2878365767605968,0.05590132315394332,0.0,0.31423587287166976,0.005205150140267051,0.019750907728015285,0.00741668383362369
B006QO76I8,0.08053971109090184,0.21666407995399184,0.1296724796965782,0.06040478331817637,0.10344479112316873,0.0,0.04140111674377432,0.22299331661564312,0.0,0.0,0.0,0.2059534659168402,0.0
B00G3K12NU,0.04503646975779811,0.2891590325315658,0.0746111988654037,0.022228092383717406,0.21005517637198498,0.03880694986790403,0.08349918558283821,0.09436654244408166,0.0,0.07420760001908809,0.0023983049260606413,0.050875466081590284,0.0
B0714KLR5G,0.029391274798193916,0.32015006888809966,0.11614005430951571,0.03349020200129322,0.21096450797173558,0.14313359281915253,0.02671339375788974,0.14285655202133743,0.0,0.12873243495430073,0.00851129459086406,0.02112044809490973,0.0
B01LR4N4XW,0.04724431546041855,0.10899159079779372,0.25327750384027703,0.06342692702488537,0.15473047500478765,0.00028509258590884794,0.046058557477333256,0.24598364605051046,0.0,0.07963461944370777,0.033586469831830945,0.04688145325028494,0.0
B0064F4CXG,0.041400073098477236,0.12141703117279959,0.2805683777223152,0.017355687338289915,0.12924691429163065,0.008207372520449898,0.328805652081434,0.5767073591346179,0.0,0.11162370888908206,0.004765560831323914,0.41933859183743666,0.0
B073DR92L8,0.004233834857760258,0.19162030769362548,0.006546309124646942,0.002822556571840173,0.2885281302500237,0.0,0.0037237525528067694,0.016846112959335746,0.0,0.0,0.0,0.18591571023547496,0.0
B0749C95SP,0.017658497871208424,0.39111384502468355,0.06638057219788733,0.0034858126700319553,0.3441503312259629,0.1289970990763143,0.11350736902350897,0.08599806605087619,0.0,0.015168634153903354,0.0017429063350159776,0.0,0.0541671832175557
B01L11H8W4,0.00812968266173537,0.014506458360115094,0.19954591473765482,0.006097261996301529,0.03095509783597656,0.0,0.18470220122169018,0.311319376938618,0.0,0.0,0.0025003679484744343,0.207146596398209,0.06544751321159341
B01NAN2X39,0.02098166630400289,0.055964705804645,0.020965598303174855,0.014738134285000391,0.31340400944872726,0.01256419384767388,0.4151936696222392,0.05881799610495822,0.0,0.010097871658166056,0.0,0.011680668686622963,0.0
B074RBRD6H,0.08468345834676351,0.33677436004081707,0.03561183047434334,0.012681222907341867,0.12065691565397221,0.4212823024680029,0.1775963252148008,0.32857976208696615,0.0,0.08225442040175208,0.0005451053566317033,0.07703481129460751,0.0
B00J9USSI8,0.013625346392430807,0.1155066127108715,0.007159393962029001,0.00961143375128352,0.21620224736132856,0.0012961622251511094,0.009010259061878523,0.027321975791062693,0.0,0.10811399611090838,0.0,0.12519634740358707,0.03303395040282081
B010CRK7S0,0.0285942766464104,0.06420517145063409,0.27843922729333354,0.010306116571077696,0.029736887204814138,0.0,0.3224281241462268,0.03091834971323308,0.0,0.023330417174774777,0.0,0.008069077980402168,0.0
B01CASORD0,0.15389076864898016,0.43421487754661925,0.13749332925048563,0.07672416786530875,0.11746005297406269,0.16588815579437077,0.169218550895253,0.28015929077379254,0.0,0.01479201398902679,0.014554692595514474,0.03745754013135633,0.10207435070881782
